	Name Of Probe (Time)	Iterations	Total (s)	Min (s)	Mean-Min (diff)	Mean/Min (%)	Mean (s)	Max-Mean (diff)	Max/Mean (%)	Max (s)	Total Diff (s)	StdDev (s)	StdErr (s)
	Watershed	3	6.76989	2.25005	0.0065821	100.293	2.25663	0.0078241	100.347	2.26446	0.0144062	0.00728297	0.00420482
