	Name Of Probe (Time)	Iterations	Total (s)	Min (s)	Mean-Min (diff)	Mean/Min (%)	Mean (s)	Max-Mean (diff)	Max/Mean (%)	Max (s)	Total Diff (s)	StdDev (s)	StdErr (s)
	DemonsRegistration	3	8.85093	2.91639	0.0339214	101.163	2.95031	0.0477017	101.617	2.99801	0.0816231	0.0425206	0.0245493
