	Name Of Probe (Time)	Iterations	Total (s)	Min (s)	Mean-Min (diff)	Mean/Min (%)	Mean (s)	Max-Mean (diff)	Max/Mean (%)	Max (s)	Total Diff (s)	StdDev (s)	StdErr (s)
	Median	3	6.17635	2.05795	0.000828981	100.04	2.05878	0.00135803	100.066	2.06014	0.00218701	0.00118561	0.000684514
