	Name Of Probe (Time)	Iterations	Total (s)	Min (s)	Mean-Min (diff)	Mean/Min (%)	Mean (s)	Max-Mean (diff)	Max/Mean (%)	Max (s)	Total Diff (s)	StdDev (s)	StdErr (s)
	LevelSet	3	9.21741	2.57821	0.494256	119.17	3.07247	0.98035	131.908	4.05282	1.47461	0.849018	0.490181
