	Name Of Probe (Time)	Iterations	Total (s)	Min (s)	Mean-Min (diff)	Mean/Min (%)	Mean (s)	Max-Mean (diff)	Max/Mean (%)	Max (s)	Total Diff (s)	StdDev (s)	StdErr (s)
	Watershed	3	33.4718	10.4469	0.710357	106.8	11.1573	0.647636	105.805	11.8049	1.35799	0.681166	0.393271
