	Name Of Probe (Time)	Iterations	Total (s)	Min (s)	Mean-Min (diff)	Mean/Min (%)	Mean (s)	Max-Mean (diff)	Max/Mean (%)	Max (s)	Total Diff (s)	StdDev (s)	StdErr (s)
	LevelSet	3	13.1997	3.35239	1.04752	131.247	4.39991	2.02379	145.996	6.4237	3.07131	1.75302	1.0121
